0,0,0,0,0,0,0,0,0,0,0,22,32,15,-13,-1,-15,1,10,-11,-21,-8,0,11,16,8,-7,-1,-7,1,5,-5,-10,-3,0,5,8,4,-3,0,-3,0,2,-3,-6,-2,0,3,4,2,-1,-1,-2,1,1,-2,-2,-1,0,1,2,1,-1,0,-1,0,1,0,-2,-1,0,1,1,0,-1,0,0,0,0,0,0,0,0,0,0,1,0,0,-1,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,-13,0,20,30,15,-11,-2,-14,1,9,-11,-20,-7,0,10,15,7,-6,0,-7,0,5,-5,-10,-4,0,5,8,3,-3,0,-3,0,3,-2,-5,-2,0,3,3,2,-2,0,-2,1,1,-2,-2,-1,0,1,2,1,0,-1,-1,0,0,-1,-1,0,0,1,1,1,0,0,0,0,0,0,-1,0,0,0,0,0,-1,0,0,0,1,0,0,0,0,0,0
2,35,-29,-4,-34,4,24,-25,-47,-16,0,25,37,18,-15,-2,-16,1,11,-13,-23,-9,0,12,18,9,-8,-1,-8,1,6,-6,-12,-4,0,6,10,5,-4,-1,-4,1,3,-3,-6,-2,0,3,5,2,-1,0,-3,0,1,-1,-3,-1,0,1,2,1,-1,0,-1,0,1,-1,-1,0,0,1,1,0,0,0,-1,0,1,-1,-1,-1,0,0,0,1,0,0,0,0,0,0,-1,0,0,0,0
3,2,-2,-1,-2,1,2,-2,-4,-2,0,4,5,2,-2,-1,-2,1,2,-2,-4,-2,0,4,5,2,-2,-1,-2,1,2,-2,-4,-2,0,4,5,2,-2,-1,-2,1,2,-2,-4,-2,0,4,5,2,-2,-1,-2,1,2,-2,-4,-2,0,4,5,2,-2,-1,-2,1,2,-2,-4,-2,0,4,5,2,-2,-1,-2,1,2,-2,-4,-2,0,4,5,2,-2,-1,-2,1,2,-2,-4,-2,0,4,5
4,0,0,-1,0,0,0,0,-1,0,0,1,1,1,-1,0,-1,0,1,0,-1,-1,0,1,2,0,0,0,-1,0,1,-1,-2,-1,0,1,2,2,-1,0,-2,0,1,-2,-4,-1,0,3,6,2,-3,0,-4,1,3,-4,-8,-4,0,6,10,6,-6,-1,-7,1,7,-8,-17,-6,0,13,21,11,-10,-1,-14,2,13,-15,-33,-14,0,25,42,23,-20,-3,-29,3,26,-31,-66,-26,0,0,0
5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
